corp_code,corp_name,corp_name_eng,stock_code,modify_date,stock_name,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
00396642,주식회사 엘지수퍼센터,LG SuperCenter Corp.,,20170630.0,엘지수퍼센터,허승조,E,1101112413948.0,2148702286,서울특별시 서초구 서초3동 1719-4 동일빌딩 5층,www.lgicorp.com/lg_mart/new/index.htm,,02-3480-7136,02-3480-7294,471,20020101.0,12.0
00425449,아이클릭세븐,ICLICK7,,20170630.0,아이클릭세븐,박경영,E,1101112124818.0,1178131377,서울특별시 영등포구 여의도동 13-17 세실빌딩 6층,ICLICK7.COM,,02-761-7171,02-786-6777,4791,20001211.0,12.0
00425458,주식회사 월드인코레스,"WORLD IN CORES CO.,LTD.",,20170630.0,월드인코레스,홍미애,E,1101112382854.0,2208626011,서울특별시 강남구 역삼동 642-19 역삼하이츠 4층,www.wincclick.com,,02-568-0640,02-568-0641,6822,20011123.0,12.0
00425333,(주)코리아픽시컴,"KOREA PIXYCOM CO,.LTD",,20170630.0,코리아픽시컴,나광윤,E,1101111471137.0,1148181316,"서울특별시 강남구 논현동 228-3,7 심텍빌딩 4층",www.pixy.co.kr,,02-562-9360,02-543-1754,58221,19971001.0,12.0
00424617,산은부동산제사차유동화전문유한회사,KDB Real Estate Fourth Securitization Specialty L.L.C.,,20170630.0,산은부동산제사차유동화전문유한회사,김태은,E,1101140039089.0,1078621843,서울특별시 영등포구 여의도동 16-3,,,02-787-7742,02-787-7791,64999,20020819.0,12.0
00424006,(주)글로벌자이언트시스템,Global Giant System Co.,,20170630.0,글로벌자이언트시스템,서만옥,E,1101111698195.0,6058143588,서울특별시 강동구 성내동 448-8번지,www.gtskorea.com,,02 - 6411 - 3005,02 - 6482 - 3000,46412,20010401.0,3.0
00424051,주식회사 신클레어,Sinclair Performance Ltd. ,,20170630.0,신클레어,한홍규,E,1101112298192.0,1048163873,서울특별시 중구 태평로1가 84 서울파이낸스센타 20층,,,318-6565,318-5115,64201,20010731.0,3.0
00403599,(주)에이에스피기업구조조정전문,Advanced Special Planner CRC,,20170630.0,에이에스피기업구조조정전문,이승훈,E,1101111790967.0,2148645032,서울특별시 강남구 삼성동 130-10 신일빌딩 12층,www.asp-crc.com,,02-552-4115,02-552-4550,73903,19991016.0,12.0
00425519,Marubeni-Itochu Steel Inc.,Marubeni-Itochu Steel Inc.,,20170630.0,Marubeni-ItochuSteelInc.,Seinosuke Okazaki,E,,13802,"5-4, Otemachi 1-chome, Chiyoda-ku, Tokyo, Japan",www.benichu.com,,+81-3-5218-7000,+81-3-5218-7864,46721,20011001.0,3.0
00224585,주식회사 신한,"Shinhan Co., Ltd",,20170630.0,신한,장석완,E,1101110839899.0,3128120441,충청남도 천안시 성정동 667-4,,,(041)572-3816,(041)575-4731,41112,19920304.0,12.0
00429524,우리모아제이차유동화전문유한회사,WooriMore 2nd Asset Securitization Specialty Co.,,20170630.0,우리모아제이차유동화전문유한회사,이필영,E,1101140040739.0,2208652289,서울특별시 강남구 역삼동 647-9,,,(02)2002-4499,(02)2002-5791,64999,20021126.0,10.0
00429533,글로벌사모안정혼합형펀드,Global safety mixed fund,,20170630.0,글로벌사모안정혼합형펀드,조일식,E,1101112637316.0,1078626794,서울특별시 영등포구 여의도동 27-1,,,02-2127-7486,02-2127-7525,66199,20021023.0,10.0
00432722,파워외환카드제팔차유동화전문유한회사,"Power KEB Card The Eighth Securitization Specialty Co., Ltd.",,20170630.0,파워외환카드제팔차유동화전문유한회사,"김성진, 김한",E,1101140041430.0,2208656024,서울특별시 강남구 역삼동 676 삼부오피스빌딩 8층,,,02-553-3339,02-527-5760,64999,20030121.0,12.0
00432786,파워외환카드제오차유동화전문유한회사,"Power KEB Card The Fifth Securitization Specialty Co., Ltd.",,20170630.0,파워외환카드제오차유동화전문유한회사,"김성진, 김한",E,1101140041456.0,2208655990,서울특별시 강남구 역삼동 676 삼부오피스빌딩 8층,,,02-553-3339,02-527-5760,64999,20030121.0,12.0
00429728,영퓨처 주식회사,"YOUNGFUTURE CO., LTD",,20170630.0,영퓨처,민원식,E,1101112426454.0,1148615276,서울특별시 서초구 방배동 1002-15 재광빌딩 3층,HTTP://WWW.YOUNGFUTURE.COM,,02-586-0901,02-586-0902,73909,20020118.0,12.0
00428668,코로볼틴 펀드 리미티드,Coro Voltin Fund Limited,,20170630.0,코로볼틴펀드리미티드,David Lamb,E,,CR-120688,케이만 아일랜드 그랜드케이만 조지타운허친스가 크리켓광장 센트리야드 2681GT,www.admcap.com,,(02) 713-3188,(02) 713-3189,64999,20021024.0,12.0
00430751,(주)대창크랑크,DAECHANG CRANK CO.LTD,,20170630.0,대창크랑크,김석곤,E,1955110060510.0,6158129206,경상남도 김해시 생림면 나전리 681번지,,,055)323-8831,055)323-8841,29133,20021101.0,12.0
00385372,허츠제일차유동화전문유한회사,Herts First Securitization Specialty Ltd.,,20170630.0,허츠제일차유동화전문유한회사,윤준석,E,1101140035657.0,1068603992,서울특별시 용산구 한남동 72-7 금호빌딩 3층,,,768-7911,784-9869,64999,20011019.0,12.0
00431680,(주) 새암교육,Saearm Education Institute,,20170630.0,새암교육,이석호,E,1101112120048.0,1018165095,서울특별시 종로구 숭인동 52-6,www.hizmo.co.kr,,02) 3673-3114,02) 756-2254,85502,20001129.0,12.0
00386308,(주)반지종합상가,,,20170630.0,반지종합상가,"남순희,윤병휴",E,1942110017336.0,6098137832,경상남도 창원시 반지동 74-1,,,055-276-1412,055-276-1689,68122,19990622.0,12.0
00256450,동서산업건설주식회사(가칭),,,20170630.0,동서산업건설(가칭),김성욱,E,1111111111112.0,2028148593,서울특별시 영등포구 신길1동,,,02),02),41112,19990201.0,12.0
00290816,대우종합기계주식회사(가칭),,,20170630.0,대우종합기계(가칭),남우길,E,,,,,,,,,,12.0
00291532,대우조선공업주식회사(가칭),,,20170630.0,대우조선공업(가칭),남우길,E,,,,,,,,,,12.0
00127990,(주)삼일상호저축은행,,,20170630.0,삼일상호저축은행,강귀희,E,2241110000203.0,6168100390,제주특별자치도 서귀포시 서귀동 291-40,,,064 -32  -3131,064-733-3175,6413,,
00431565,주식회사 케이디에스에스,KDSS,,20170630.0,케이디에스에스,손연호,E,1101112650714.0,2208651392,서울특별시 강남구 역삼동 826-21 청합빌딩 7층,www.samson.co.kr,,02-559-8150,02-538-3789,64999,20021101.0,12.0
00399959,(주)비젼케이파트너스,VISION K PARTNERS,,20170630.0,비젼케이파트너스,최준,E,1601110104797.0,3058140565,서울특별시 중구 다동 103번지 동부다동빌딩 13층,,,02-771-1269,02-771-1281,66199,20000922.0,12.0
00430238,(주)리버랜드,riverland,,20170630.0,리버랜드,김병회,E,1501110049961.0,3018147101,충청북도 청주시 흥덕구 봉명동 197-11,www.riverland.co.kr,,02-3454-1160,02-3454-1164,06200,20001026.0,12.0
00263034,동양선재,,,20170630.0,동양선재,박달근,E,2001110011696.0,4098107081,광주광역시 북구 양산동 405-13,,,062-571-6216,,,,12.0
00205298,(주)춘천미도파,,,20170630.0,춘천미도파,김환영,E,1401110006088.0,2218106032,강원도 춘천시 조양동 34,,,033)243-2222,033)240-2341,47111,19910611.0,6.0
00431042,거버너스M&A사모펀드3호,Governors M&A Private Placement Fund3,,20170630.0,거버너스M&A사모펀드3호,명성욱,E,1101112586159.0,1078621620,서울특별시 영등포구 여의도동 유화증권빌딩 23-7,www.abrain.co.kr,,02-3770-4467,02-3770-4444,71531,20010530.0,4.0
00348715,주식회사 아이앤비골드문브이에이치,"I&B Goldmun VH Co., Ltd.",,20170630.0,아이앤비골드문브이에이치,이규범,E,1101111926447.0,1078180264,서울특별시 영등포구 여의도동 17-8 동성빌딩 10층,www.goldmun.com,,02-786-3790,02-786-7645,64209,20000331.0,9.0
00447964,체리미디어,"CHERRY MEDIA CO., LTD",,20170630.0,체리미디어,ERIC LOH,E,,LL02657,서울특별시 강남구 신사동,-,,60-87-423828,60-87-417242,59111,20001124.0,12.0
00448361,(주)경원하이텍,Kyonghitech.co.ltd,,20170630.0,경원하이텍,한목은,E,2001110131519.0,4108163443,광주광역시 광산구 장덕동 984-1,www.kwo.co.kr,,062-955-1011,062-955-1020,30,20010328.0,12.0
00185851,중원화학주식회사,CHOONG WON CHEMICAL CO.LTD,,20170630.0,중원화학,장 정 일,E,1243110000226.0,1398109502,인천광역시 남동구 논현동 431-2번지,,,(032)815-8931,(032)814-4580,20119,19710902.0,12.0
00445735,(주)나크나인,naknine co.ltd,,20170630.0,나크나인,박병규,E,1101111543390.0,2038126364,서울특별시 강남구 역삼동 751-10 삼오빌딩5층,www.naknine.co.kr,,(02)558-1301,(02)558-1302,141,19980507.0,12.0
00385770,(주)동남해상관광호텔,,,20170630.0,동남해상관광호텔,배성일,E,1801110232495.0,6188121936,부산광역시 해운대구 우1동 1434 선프라자729,,,051)747-0999,,55101,19970301.0,12.0
00319245,(주)한성선박,HANSUNG SHIPPING CO.LTD,,20170630.0,한성선박,최풍남,E,1101110839716.0,1108125933,서울특별시 중구 순화동 5-2 순화빌딩12층,nsmtax@hanmail.net,,02-773-6366,02-773-6366,20131,19920401.0,12.0
00126502,삼성콘크리트공업(주),"SAMSUNG CONCRET CO., LTD.",,20170630.0,삼성콘크리트공업,이 택 승,E,2101110001257.0,4188101801,전라북도 전주시 덕진구 팔복동 2가 339-1,SAMCOM@HITEL.NET,,063-213-0022,063-213-0026,23322,19771109.0,12.0
00363440,(주)엠알더블유테크노로지,MRW Technologies Ltd,,20170630.0,엠알더블유테크노로지,남상임,E,1101111744815.0,1168175692,경기도 파주시 탄현면 오금리 137-5,,,031-940-9011,031-940-9019,23222,19990731.0,12.0
00445522,제이에이치홀딩스주식회사,,,20170630.0,제이에이치홀딩스,전수용,E,1101112641622.0,1208644024,서울특별시 강남구 대치동 949-1,,,02-3404-6010,02-3453-3130,58221,20021029.0,12.0
00320302,동연산업 주식회사,"DONGYEUN INDUSTRIAL Co., ltd",,20170630.0,동연산업,이차우,E,1501110027389.0,3018128797,충청북도 청원군 강내면 태성리 117-11,,,043-231-8523,043-231-6995,13992,19970101.0,12.0
00444958,우양주택건설(주),WOO YANG H/B LTD,,20170630.0,우양주택건설,이양우,E,1341110040646.0,1238132935,경기도 안양시 만안구 안양2동 856-14,,,031-442-5088,031-445-2604,4111,19930728.0,12.0
00441836,해진하우징(주),"Haejin Housing. Co., Ltd",,20170630.0,해진하우징,박신철,E,1101112169666.0,2208605826,서울특별시 강남구 도곡동 417,,,02-573-8852,02-573-9963,68121,20010213.0,12.0
00445629,(주)효헌산업,"Hyo Hun Industry, Ltd.",,20170630.0,효헌산업,김현진,E,1101112758047.0,1018193679,서울특별시 종로구 계동 140-48 3층,,,(02) 747-1192,(02) 747-4197,42,20030410.0,12.0
00454052,우림산업개발(주),WOOLIM Industrial development.co.Ltd,,20170630.0,우림산업개발,심영섭,E,1345110048428.0,1358145165,경기도 용인시 기흥읍 신갈리 42-21,WOOLIM.CO.KR,,02)3488-6000,02)3488-4114,41112,20010401.0,12.0
00454414,(주)에이스하이테크,"Ace-Hitech Co., Ltd.",,20170630.0,에이스하이테크,조경성,E,1341110058433.0,1388115883,경기도 화성시 정남면 백리 234-1,www.ace-hitech.com,,031-354-8454,031-354-9431,29271,19971224.0,12.0
00196857,주식회사 해표푸드서비스,HAEPYO FOOD SERVICE CO.KR,,20170630.0,해표푸드서비스,안태환,E,1101110622830.0,2168101812,서울특별시 영등포구 양평동 4-2,없음,,02-679-3123,02-679-9120,1012,19890411.0,12.0
00413383,에프씨산업주식회사,F.C CORPORATOIN,,20170630.0,에프씨산업,유 효 식,E,1341110023824.0,1388105274,경기도 안양시 동안구 관양동 874-1,http://fc.co.kr,,031-424-3675,031-423-2989,22299,19880114.0,12.0
00225098,극동뉴메릭(주),"Kuckdong Numeric Co., Ltd.",,20170630.0,극동뉴메릭,김 한 기,E,1101110432932.0,1238130446,경기도 안양시 만안구 안양7동 200-10번지,www.kdnsemi.com,,031-445-8141~8,031-445-8140,2629,19860801.0,12.0
00410304,(주)서울드림랜드,,,20170630.0,서울드림랜드,김향술,E,1101112365420.0,2108137419,서울특별시 강북구 번동 산 28-6,,,02-982-6800,,90290,20011101.0,12.0
00310998,한국미라이공업주식회사,"KOREA MIRAI INDUSTRY CO., LTD",,20170630.0,한국미라이공업,장호윤,E,1101110995823.0,1348123528,충청북도 청원군 남이면 구미리 41번지,www.kmirai.co.kr,,043-235-7900,043-235-7905,22211,19931222.0,12.0
00415114,(주) 21세기화장품,21Century Cosmetics,,20170630.0,21세기화장품,장경아,E,1101111994585.0,1078185371,서울특별시 영등포구 당산동6가 331-1,-,,02-2068-2500,-,46443,20000613.0,12.0
00451000,주식회사 광명산업,KWANGMYUNGINDUSTRIAL.CO.LTD,,20170630.0,광명산업,"채진우,이수경",E,1701110070798.0,5048117263,경상북도 칠곡군 지천면 달서리 375,http://www.kmyind.co.kr,,054)973-0082~8,054)973-0085,2225,19931124.0,12.0
00369985,다음솔루션(주),Daumsolutions Corp.,,20170630.0,다음솔루션,이경봉,E,1101111563471.0,2148624527,서울특별시 강남구 삼성2동 삼화빌딩 20층,www.daumsolutions.com,,02-3484-9244,02-539-8125,58221,19980707.0,12.0
00371670,(주)정우조명,JUNG WOO international INC,,20170630.0,정우조명,최근대,E,1101111091357.0,1148161663,경기도 김포시 대곶면 초원리지 495-4,jungwoolighting.co.kr,,031)989-0055,031)989-0056,28410,19941024.0,12.0
00401430,모바일웰컴(주),"Mobilewelcom Co., Ltd.",,20170630.0,모바일웰컴,정아람,E,1101111954894.0,1208604793,서울특별시 강남구 삼성동 170-12 대윤빌딩 B1,http://www.mobilewel.com,,02-2189-5652,02-558-3264,58221,20000428.0,12.0
00247027,주식회사 푸른건설,POOREUN CON,,20170630.0,푸른건설,이    정   모,E,1115110022437.0,1278168148,경기도 의정부 의정부2 533-10,WWW.POOREUN.COM,,02-2185-5100,02-2185-5106,41210,19960824.0,12.0
00144058,주식회사 월다크,"WORDARK CO.,LTD",,20170630.0,월다크,김명하,E,1101110531130.0,2098107405,서울특별시 성북구 하월곡동 48-73,,,02-919-0123,02-919-2543,15211,19870520.0,12.0
00416867,길도건업 주식회사,"GILDO Construction Material Co., Ltd.",,20170630.0,길도건업,김성도,E,1101110834857.0,2128121096,서울특별시 강동구 길동 252-115,,,02-474-0512,02-474-6253,23322,19920213.0,12.0
00456263,원일스포지움 주식회사,,,20170630.0,원일스포지움,안철우,E,1512110003310.0,1208639986,서울특별시 강남구 삼성동 78-3 원일빌딩 204호,,,02)515-8500,02)516-6336,68122,19940624.0,12.0
00436339,용인자원,YONG IN JA WON,,20170630.0,용인자원,조성근,E,1345110020880.0,1358121329,경기도 용인시 유방동352-6,,,031-334-2096,031-334-5465,3831,19961108.0,12.0
00120748,마산강관주식회사,"Masan Steel Tube Works Co.,Ltd",,20170630.0,마산강관,오오쯔끼 오사모,E,1901110002234.0,6088105943,경상남도 마산시 양덕동 974-14,,,055-293-2801,055-293-1842,2413,19740823.0,12.0
00386724,세창철강공업(주),,,20170630.0,세창철강공업,이창웅,E,1101110059611.0,1078111317,서울특별시 영등포 문래 6-16,,,02-784-3635,02-782-8171,24123,19660101.0,12.0
00255390,재무와 정보,Finanl & Information Ltd.,,20170630.0,재무와정보,한 사 철,E,1101111590440.0,2208154865,서울특별시 강남구 역삼동 720-20,,,552-6845,552-7443,64999,19980925.0,12.0
00455547,대양중공업주식회사,"daeyang heavy industrial co.,ltd",,20170630.0,대양중공업,박영걸,E,1115110014905.0,1278117668,경기도 포천군 가산면 금현리 191-1,www.daeyang2000.com,,031-544-4911,031-544-4910,3020,19910705.0,12.0
00233398,(주)이에이지씨,"EAGC CO.,LTD",,20170630.0,이에이지씨,김 형 기,E,1101111243065.0,1208160316,서울특별시 강남 삼성 162-2 일석빌딩 2층,,,02)518-3377,02)512-9986,05200,19960401.0,12.0
00405065,(주)페타코페트로륨,Petaco Petroleum,,20170630.0,페타코페트로륨,이경근,E,1101111691785.0,2198128824,서울특별시 강남구 삼성동 159-1 아셈타워 16층,www.samyeoun.co.kr,,02) 6004-5000,02) 3452-5284,46712,19990506.0,12.0
00425537,Marubeni Corporation,Marubeni Corporation,,20170630.0,MarubeniCorporation,Tohru Tsuji,E,,008776,"4-2, Otemachi 1-chome, Chiyoda-ku, Tokyo, Japan",www.marubeni.com,,+81-3-3282-2420,+81-3-3282-2331,46800,19491201.0,3.0
00424158,(주)캐피탈라인,CapitaLine Inc.,,20170630.0,캐피탈라인,민경양,E,1101112191198.0,2208607881,서울특별시 강남구 역삼동 678-35 역삼빌딩 9층,-,,02-558-7851,02-557-7280,64209,20010313.0,3.0
00100920,건설증권주식회사,"keon sol securitiesco.,ltd.",,20170630.0,건설증권,박노훈,E,1101110029789.0,1168121783,서울특별시 영등포구 여의도동 43,www.ksec.co.kr,,783-8541,785-2339,66121,19590324.0,3.0
00370167,일진전자통신(주),"IL JIN Telecom Electronics Co., Ltd.",,20170630.0,일진전자통신,이 정행,E,1543110003117.0,3018118867,충청북도 진천 백곡 구수 산 26,www.ijte.co.kr,,02-3472-0660,02-3472-2365,26410,19921010.0,12.0
00409131,(주)오픈솔루션,"OPEN SOLUTION CO.,LTD",,20170630.0,오픈솔루션,김종욱,E,1101111345093.0,2298124562,서울특별시 강남구 대치동 996-1 미래에셋벤처타워7층,www.solutoinhere.com,,02-558-2285,02-558-0422,2612,19961125.0,12.0
00424194,AMERICA ORIENTAL GROUP,AMERICA ORIENTAL GROUP,,20170630.0,AMERICAORIENTALGROUP,Guo Liang Guan,E,,13566,"3550 Wilshire Blvd., Suite 1280 Los Angeles, CA 90010",,,559-3325,569-6059,64209,20020404.0,1.0
00364713,mvp창업투자(주),mvp capital co. ltd,,20170630.0,mvp창업투자,"송은강, 김범준(각자대표)",E,1101112060997.0,2118665363,서울특별시 강남구 논현동 86-8 아이캐슬빌딩,www.mvpc.co.kr,,02-5403696,02-540-3698,64209,20000831.0,12.0
00408901,(주)라이져,"RISER.CO.,LTD",,20170630.0,라이져,최상욱,E,1101111834715.0,1068184404,서울특별시 마포구 망원동 435-42,www.riser21.com,,02-323-4050,02-323-4399,26310,19991220.0,12.0
00161170,한라시멘트 주식회사,LAFARGE HALLA CEMENT CORP.,,20170630.0,한라시멘트,Sylvain GARNAUD,E,1411110001392.0,2268122191,강원도 강릉시 옥계면 산계리 280-1,www.lhcement.co.kr,,033-534-1000,033-534-2716,23311,19981027.0,12.0
00423557,한국알리안츠화재해상보험주식회사,"Allianz General Insurance Company Korea Ltd.,",,20170630.0,한국알리안츠화재해상보험,클라우스페스테,E,1101112471152.0,1078614212,서울특별시 영등포구 여의도동 45-21 알리안츠타워 14층,,,02-3787-8800,02-3787-8803,65121,20020315.0,3.0
00307444,코리아벌처투자주식회사,"Korea Vulture Investment Co.,Ltd.",,20170630.0,코리아벌처투자,이재일,E,1101111726003.0,2208163705,서울특별시 강남구 역삼동 838-9 거암빌딩5층,,,(02)557-8484,(02)557-8481,71531,19990705.0,12.0
00370468,(주)티에스케이지,"TSKG, Inc.",,20170630.0,티에스케이지,김택완,E,1101111557565.0,1208181285,서울특별시 강남구 역삼동 701-2 삼정빌딩 10층,www.tskg.com,,02-501-4720,02-501-4884,58221,19980619.0,12.0
00424219,텔레닉스,"TELENIX CO., LTD.",,20170630.0,텔레닉스,박세영,E,1101111181330.0,2138612523,서울특별시 강남구 도곡동 954-19,www.itelenix.com,,02-3463-3431,02-3463-3433,2629,19950726.0,12.0
00424185,유니텍 워터 시스템즈,UNITECH WATER SYSTEMS CORP.,,20170630.0,유니텍워터시스템즈,Juen S. Kim,E,,13741,"16709 Gramercy P1. #B, Torrance, CA. 90247 U.S.A.",www.unitechwater.com,,02-3413-2561,02-3413-2702,291,19960611.0,12.0
00424556,거륜씨앤씨주식회사,KeoRyun C&C,,20170630.0,거륜씨앤씨,유병국,E,1101112524505.0,2018173750,서울특별시 중구 명동1가 10-1,,,02-776-7818,,75999,20020516.0,12.0
00121631,주식회사 문화,"Mun-Hwa Pencil Co., Ltd",,20170630.0,문화,"박덕신, 서성석",E,2101110000150.0,4188101795,전라북도 전주시 덕진구 팔복동 325-1,www.munhwapen.co.kr,,063-210-4114,063-211-8881,33920,19490531.0,12.0
00424866,(주)모비도미,mobidomi corp.,,20170630.0,모비도미,신 동 빈,E,1101112115403.0,1048158273,서울특별시 중구 을지로4가 310-68 삼풍빌딩 8층,www.mobidomi.com,,02-3668-8571,02-3668-8601,73909,20001122.0,12.0
00424884,에이치케이인베스트먼트유동화전문유한회사,"HK Investment Asset Securitization Specialty Co., Ltd.",,20170630.0,에이치케이인베스트먼트유동화전문유한회사,지용환,E,1101140039188.0,1078622051,서울특별시 영등포구 여의도동 신송센타빌딩 9층,,,02-784-0471,02-780-7588,66199,20020822.0,12.0
00424927,Liquidmetal Technologies,Liquidmetal Technologies,,20170630.0,LiquidmetalTechnologies,John Kang,E,,13744,서울특별시 강남구 역삼동,liquidmetal.com,,813-314-0280,813-314-0270,23121,19870819.0,12.0
00423797,모멘타(케이만),Momenta (Cayman) Ltd.,,20170630.0,모멘타(케이만),Alan Corkish,E,,013714,서울특별시 영등포구 여의도동 대우증권빌딩 국제결제팀,,,768-3778,786-4496,64209,20020628.0,12.0
00433350,KTB프라임8호혼합형사모펀드,KTB Prime 8,,20170630.0,KTB프라임8호혼합형사모펀드,금지원,E,1101112568644.0,1078620558,서울특별시 영등포구 여의도동 23-7,,,02-3770-1713,02-3770-1710,64999,20020715.0,7.0
00433369,유리명품장기채권형사모펀드3호,Yurie MP long3,,20170630.0,유리명품장기채권형사모펀드3호,김성현,E,1101112669070.0,1078627643,서울특별시 영등포구 여의도동 23-7,,,02-3770-1713,0-3770-1710,64999,20021209.0,12.0
00433378,유리유니콘채권혼합형펀드,Yurie Yunicorn,,20170630.0,유리유니콘채권혼합형펀드,김현전,E,1101112644189.0,1078625704,서울특별시 영등포구 여의도동 23-7,,,02-3770-1713,02-3770-1710,64999,20021101.0,10.0
00433387,맥쿼리아이엠엠프라임7호채권형사모펀드,Macquarie-IMM Prime 7,,20170630.0,맥쿼리아이엠엠프라임7호채권형사모펀드,이충일,E,1101112631748.0,1078624888,서울특별시 영등포구 여의도동 2-7,,,02-3770-1713,02-3770-1710,64999,20021016.0,10.0
00433420,마이에셋애국성장형이호펀드,Patriot Growth Fund 2,,20170630.0,마이에셋애국성장형이호펀드,차경진,E,1101112528945.0,1078618159,서울특별시 영등포구 여의도동 34-9,,,02-3770-1713,02-3770-1710,64999,20020521.0,5.0
00433457,채권플러스알파2호펀드,Bond Plus Alpha Fund Ⅱ ,,20170630.0,채권플러스알파2호펀드,차경진,E,1101112618374.0,1078623972,서울특별시 영등포구 여의도동 34-9,,,02-3770-1713,02-3770-1710,64999,20020927.0,9.0
00433466,마이다스사모프라임안정형2호펀드,Midas Prime Mixed2 Fund,,20170630.0,마이다스사모프라임안정형2호펀드,허필석,E,1101112587470.0,1078622084,서울특별시 영등포구 여의도동 23-3,,,02-3770-1713,02-3770-1710,64999,20020813.0,8.0
00376073,테크포인트주식회사,TECPOINT.CO.LTD,,20170630.0,테크포인트,원  호  석,E,1101110996053.0,1148156097,서울특별시 강남구 역삼동 823 풍림빌딩908호,tecpoint.co.kr,,02-565-6324(내선102),02-565-6301,62021,19940101.0,12.0
00234306,부국개발주식회사,Bookuk Company. LTD,,20170630.0,부국개발,김호영,E,1101110340565.0,1018116731,서울특별시 종로구 견지동 68-5 서흥빌딩 14층,,,(02)739-4611,(02)739-2288,41210,19821227.0,12.0
00429418,(주)세닥에듀케이션,Sedaq co.,,20170630.0,세닥에듀케이션,윤진혁,E,1101112253930.0,2128152677,서울특별시 송파구 방이동 180-7,,,02)420-5300,02)424-6255,85501,20010604.0,12.0
00429977,에이치엘 홀딩스 에스에이,HL Holdings S.A.,,20170630.0,에이치엘홀딩스에스에이,Benjamin D. Velvin III,E,,외투 4200-1416,"21, rue Capouillet, 1060 Brussels, Belgium",,,316-4038,756-6226,64919,20010626.0,12.0
00340786,크레디리요네증권,Credit Lyonnais Sec.,,20170630.0,크레디리요네증권,이진용,E,1101810019212.0,1108402377,서울특별시 종로구 신문로1가 세안빌딩,www.clsa.com,,397-8410,397-8417,66121,19960325.0,3.0
00218928,(주)케이티인더스트리,,,20170630.0,케이티인더스트리,김명환,E,1713110002267.0,5108102580,경상북도 김천시 응명동 1016,,,0547-433 -3936,0547-31-4270        ,,,9.0
00106793,주식회사 김천상호저축은행,"Kimchun Mutual Savings and Finance Co., Ltd.",,20170630.0,김천상호저축은행,윤교영,E,1713110000063.0,5108100073,경상북도 김천시 평화동 245-96,,,054-433-8300,504-433-8303,64131,19721220.0,6.0
00378886,(주)이화홀딩스,EHWA HOLDINGS,,20170630.0,이화홀딩스,김욱동,E,1101112285595.0,2158611059,서울특별시 송파구 문정동 107번지,   -,,02) 405-8704,  -,64992,20010712.0,12.0
00433484,미래에셋유니온사모혼합형펀드2호,MiraeAsset Union 2,,20170630.0,미래에셋유니온사모혼합형펀드2호,김성진,E,1101112589236.0,1078622371,서울특별시 영등포구 여의도동 23-7,,,02-3770-1713,02-3770-1710,64999,20020814.0,8.0
00433493,맥쿼리아이엠엠액티브채권형사모펀드3호,Macquarie-IMM Activ3,,20170630.0,맥쿼리아이엠엠액티브채권형사모펀드3호,윤현준,E,1101112603284.0,1078622901,서울특별시 영등포구 여의도동 23-7,,,02-3770-1713,02-3770-1710,64999,20020904.0,9.0
00433509,맥쿼리아이엠엠프라임6호혼합형사모펀드,Macquarie-IMM Prime 6,,,맥쿼리아이엠엠프라임6호혼합형사모펀드,윤현준,E,1101112605545.0,1078623031,서울특별시 영등포구 여의도동 23-7,,,02-3770-1713,02-3770-1710,64999,20020909.0,9.0
00433518,유리명품장기채권형사모펀드2호,Yurie MP long2,,,유리명품장기채권형사모펀드2호,김도준,E,1101112656837.0,1078626611,서울특별시 영등포구 여의도동 23-7 유화증권빌딩 7층,,,02-3770-1713,02-3770-1710,64999,20021120.0,11.0
00406596,(주)신우쉬핑,"SHINWOO SHIPPING CO., LTD.",,,신우쉬핑,김한규,E,1801110269670.0,6018134388,부산광역시 수영구 광안2동 199-6번지 마린빌딩2층,shipping.co.kr,,051-756-0090,051-753-0033,46102,19981101.0,12.0
00443001,주식회사 동흥컨설팅,dongheung consulting,,,동흥컨설팅,권진호,E,1348110075318.0,1248601124,경기도 화성시 동탄면 청계리 69-11,-,,031-378-2657,031-378-2661,68122,20021001.0,12.0
00363741,(주)디조콤,DIZZOCOM Inc.,,,디조콤,서원석,E,1101111586506.0,1048144600,서울특별시 강남구 역삼동 747-29 로케트빌딩 6층,ums.dizzo.com,,3708-3811,3708-3838,61291,19980916.0,12.0
00436375,주식회사맘모스산업개발,,,,맘모스산업개발,오 성순,E,1101111243792.0,2118613074,서울특별시 강남구 청담1동 정화빌딩 1102,,,02-517-7722,02-511-2266,41210,19960225.0,3.0
00222277,(주)아성,"Ah Sung Refractories Co., Ltd.",,,아성,김대성,E,1845110003860.0,6228115409,경상남도 김해시 한림면 신천리 332-1번지,,,055-346-1191,055-346-0119,2321,19880920.0,12.0
00446284,(주)디토정보기술,DITTOTEC,,,디토정보기술,박성진,E,1701110176984.0,5048135295,대구광역시 북구 동천동 951-3 재우빌딩 3층,DITTOTEC.COM,,(053)325-5600,(053)324-6700,263,20000707.0,12.0
00446682,(주)오우디앤씨,,,,오우디앤씨,박 삼 용,E,1101112392556.0,1208630312,경기도 성남시 분당구 금곡동 99-8 용진빌딩 301호,,,031-717-5055,031-717-5650,68122,20020307.0,12.0
